BINOMIAL,CITATION,CLASS,ORDER,FAMILY,GENUS,TSN,IUCN_ID,COMMON,IUCN_STATUS
Leucopsar rothschildi,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Leucopsar,,22710912,"Bali Starling, Rothschild's Starling, Rothschild's Mynah, Bali Myna, White Starling",CR
Mino anais,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Mino,,22710952,Golden Myna,LC
Mino dumontii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Mino,,22710955,Yellow-faced Myna,LC
Necropsar rodericanus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Necropsar,,22710836,"Rodrigues Starling, Rodriguez Starling",EX
Neocichla gutturalis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Neocichla,,22710799,"Babbling Starling, White-winged Starling",LC
Onychognathus walleri,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710595,"Waller's Starling, Waller's Red-winged Starling",LC
Onychognathus nabouroup,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710600,Pale-winged Starling,LC
Onychognathus tristramii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710604,"Tristram's Starling, Arabian Chestnut-winged Starling, Tristram's Grackle",LC
Onychognathus morio,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710610,Red-winged Starling,LC
Onychognathus blythii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710614,"Somali Starling, Somali Chestnut-winged Starling",LC
Onychognathus frater,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710619,"Socotra Starling, Socotra Chestnut-winged Starling",LC
Onychognathus fulgidus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710624,"Chestnut-winged Starling, Forest Chestnut-winged Starling",LC
Onychognathus tenuirostris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710629,"Slender-billed Starling, Slender-billed Chestnut-winged Starling",LC
Onychognathus albirostris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710634,White-billed Starling,LC
Onychognathus salvadorii,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Onychognathus,,22710638,Bristle-crowned Starling,LC
Poeoptera stuhlmanni,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Poeoptera,,22710579,Stuhlmann's Starling,LC
Poeoptera kenricki,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Poeoptera,,22710583,Kenrick's Starling,LC
Poeoptera lugubris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Poeoptera,,22710587,Narrow-tailed Starling,LC
Sarcops calvus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sarcops,,22710985,Coleto,LC
Saroglossa aurata,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Saroglossa,,22710825,Madagascar Starling,LC
Saroglossa spiloptera,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Saroglossa,,22710829,Spot-winged Starling,LC
Scissirostrum dubium,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Scissirostrum,,22711001,"Finch-billed Myna, Grosbeak Starling",LC
Speculipastor bicolor,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Speculipastor,,22710795,Magpie Starling,LC
Spreo fischeri,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Spreo,,22710804,Fischer's Starling,LC
Spreo bicolor,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Spreo,,22710808,"African Pied Starling, Pied Starling",LC
Spreo albicapillus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Spreo,,22710813,White-crowned Starling,LC
Streptocitta albicollis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Streptocitta,,22710978,White-necked Myna,LC
Streptocitta albertinae,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Streptocitta,,22710981,"Bare-eyed Myna, Sula Starling",NT
Sturnus albofrontatus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710844,White-faced Starling,VU
Sturnus malabaricus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710858,Chestnut-tailed Starling,LC
Sturnus erythropygius,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710861,White-headed Starling,LC
Sturnus pagodarum,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710864,Brahminy Starling,LC
Sturnus sericeus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710867,Red-billed Starling,LC
Sturnus sturninus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710870,"Purple-backed Starling, Daurian Starling",LC
Sturnus philippensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710874,Chestnut-cheeked Starling,LC
Sturnus sinensis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710877,"White-shouldered Starling, Grey-backed Starling",LC
Sturnus roseus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710881,"Rosy Starling, Rose-coloured Starling",LC
Sturnus vulgaris,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710886,"Common Starling, Starling, European Starling",LC
Sturnus unicolor,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710893,Spotless Starling,LC
Sturnus cineraceus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710896,White-cheeked Starling,LC
Sturnus contra,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710899,"Asian Pied Starling, Pied Myna",LC
Sturnus nigricollis,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710903,Black-collared Starling,LC
Sturnus burmannicus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710906,Vinous-breasted Starling,LC
Sturnus melanopterus,Birdlife International 2011,AVES,PASSERIFORMES,STURNIDAE,Sturnus,,22710909,Black-winged Starling,CR
Batara cinerea,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Batara,,22701232,Giant Antshrike,LC
Biatas nigropectus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Biatas,,22701272,White-bearded Antshrike,VU
Cercomacra cinerascens,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701662,"Grey Antbird, Gray Antbird",LC
Cercomacra brasiliana,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701666,Rio de Janeiro Antbird,NT
Cercomacra tyrannina,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701669,Dusky Antbird,LC
Cercomacra nigrescens,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701674,Blackish Antbird,LC
Cercomacra ferdinandi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701677,Bananal Antbird,VU
Cercomacra serva,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701680,Black Antbird,LC
Cercomacra nigricans,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701683,Jet Antbird,LC
Cercomacra carbonaria,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701686,Rio Branco Antbird,CR
Cercomacra manu,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701689,Manu Antbird,LC
Cercomacra melanaria,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22701692,Mato Grosso Antbird,LC
Cercomacra parkeri,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22724618,Parker's Antbird,LC
Cercomacra laeta,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cercomacra,,22729229,"Laeta Antbird, Willis's Antbird",LC
Clytoctantes alixii,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes,,22701358,Recurve-billed Bushbird,EN
Clytoctantes atrogularis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Clytoctantes,,22701364,"Rondonia Bushbird, Rondônia Bushbird",VU
Cymbilaimus lineatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cymbilaimus,,22701223,Fasciated Antshrike,LC
Cymbilaimus sanctaemariae,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Cymbilaimus,,22701226,Bamboo Antshrike,LC
Dichrozona cincta,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dichrozona,,22701543,Banded Antbird,LC
Drymophila ferruginea,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701614,Ferruginous Antbird,LC
Drymophila rubricollis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701617,Bertoni's Antbird,LC
Drymophila genei,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701620,Rufous-tailed Antbird,LC
Drymophila ochropyga,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701623,Ochre-rumped Antbird,NT
Drymophila devillei,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701629,Striated Antbird,LC
Drymophila caudata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701634,Long-tailed Antbird,LC
Drymophila malura,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701637,Dusky-tailed Antbird,LC
Drymophila squamata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Drymophila,,22701640,Scaled Antbird,LC
Dysithamnus stictothorax,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701375,Spot-breasted Antvireo,NT
Dysithamnus mentalis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701378,Plain Antvireo,LC
Dysithamnus striaticeps,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701381,Streak-crowned Antvireo,LC
Dysithamnus puncticeps,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701384,Spot-crowned Antvireo,LC
Dysithamnus xanthopterus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701387,Rufous-backed Antvireo,LC
Dysithamnus leucostictus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701390,"White-streaked Antvireo, White-spotted Antvireo",VU
Dysithamnus plumbeus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701397,"Plumbeous Antvireo, Plumbeous Antshrike",VU
Dysithamnus occidentalis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Dysithamnus,,22701407,"Bicoloured Antvireo, Bicolored Antvireo, Western Antvireo",VU
Epinecrophylla fulviventris,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701469,Checker-throated Antwren,LC
Epinecrophylla leucophthalma,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701474,White-eyed Antwren,LC
Epinecrophylla haematonota,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701479,Stipple-throated Antwren,LC
Epinecrophylla spodionota,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701484,Foothill Antwren,LC
Epinecrophylla ornata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701489,Ornate Antwren,LC
Epinecrophylla erythrura,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22701494,Rufous-tailed Antwren,LC
Epinecrophylla fjeldsaai,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Epinecrophylla,,22730375,"Brown-backed Antwren, Yasuni Antwren",LC
Formicivora iheringi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701592,Narrow-billed Antwren,NT
Formicivora grisea,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701595,"White-fringed Antwren, Southern White-fringed Antwren",LC
Formicivora melanogaster,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701599,Black-bellied Antwren,LC
Formicivora serrana,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701602,Serra Antwren,LC
Formicivora erythronotos,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701605,Black-hooded Antwren,EN
Formicivora rufa,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22701611,Rusty-backed Antwren,LC
Formicivora littoralis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22724412,Restinga Antwren,EN
Formicivora grantsaui,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Formicivora,,22735914,"Sincora Antwren, Sincorá Antwren",NT
Frederickena viridis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Frederickena,,22701241,Black-throated Antshrike,LC
Frederickena unduliger,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Frederickena,,22701244,Undulated Antshrike,LC
Gymnocichla nudiceps,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Gymnocichla,,22701746,Bare-crowned Antbird,LC
Gymnopithys rufigula,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Gymnopithys,,22701869,Rufous-throated Antbird,LC
Gymnopithys leucaspis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Gymnopithys,,22701872,"Bicoloured Antbird, Bicolored Antbird, White-cheeked Antbird",LC
Gymnopithys lunulatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Gymnopithys,,22701879,Lunulated Antbird,LC
Gymnopithys salvini,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Gymnopithys,,22701887,White-throated Antbird,LC
Herpsilochmus parkeri,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701549,Ash-throated Antwren,EN
Herpsilochmus motacilloides,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701552,Creamy-bellied Antwren,NT
Herpsilochmus atricapillus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701555,Black-capped Antwren,LC
Herpsilochmus sellowi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701558,Caatinga Antwren,LC
Herpsilochmus sticturus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701563,Spot-tailed Antwren,LC
Herpsilochmus stictocephalus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701568,Todd's Antwren,LC
Herpsilochmus dorsimaculatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701571,Spot-backed Antwren,LC
Herpsilochmus roraimae,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701574,Roraiman Antwren,LC
Herpsilochmus pectoralis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701577,Pectoral Antwren,VU
Herpsilochmus longirostris,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701580,Large-billed Antwren,LC
Herpsilochmus axillaris,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701583,Yellow-breasted Antwren,VU
Herpsilochmus rufimarginatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22701586,Rufous-winged Antwren,LC
Herpsilochmus gentryi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22724610,Ancient Antwren,NT
Herpsilochmus dugandi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22729224,Dugand's Antwren,LC
Herpsilochmus pileatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Herpsilochmus,,22729474,"Bahia Antwren, Pileated Antwren",VU
Hylophylax naevioides,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hylophylax,,22701911,Spotted Antbird,LC
Hylophylax naevius,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hylophylax,,22701914,Spot-backed Antbird,LC
Hylophylax punctulatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hylophylax,,22701922,Dot-backed Antbird,LC
Hypocnemis hypoxantha,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22701734,Yellow-browed Antbird,LC
Hypocnemis cantator,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735467,"Guianan Warbling-antbird, Guianan Warbling-Antbird",NT
Hypocnemis flavescens,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735473,"Imeri Warbling-antbird, Imeri Warbling-Antbird",LC
Hypocnemis peruviana,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735479,"Peruvian Warbling-antbird, Peruvian Warbling-Antbird",LC
Hypocnemis subflava,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735485,"Yellow-breasted Warbling-antbird, Yellow-breasted Warbling-Antbird",LC
Hypocnemis ochrogyna,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735491,"Rondonia Warbling-antbird, Rondonia Warbling-Antbird",LC
Hypocnemis striata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemis,,22735497,"Spix's Warbling-antbird, Spix's Warbling-Antbird",LC
Hypocnemoides melanopogon,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemoides,,22701737,Black-chinned Antbird,LC
Hypocnemoides maculicauda,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypocnemoides,,22701740,Band-tailed Antbird,LC
Hypoedaleus guttatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Hypoedaleus,,22701229,Spot-backed Antshrike,LC
Mackenziaena severa,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Mackenziaena,,22701235,Tufted Antshrike,LC
Mackenziaena leachii,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Mackenziaena,,22701238,Large-tailed Antshrike,LC
Megastictus margaritatus,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Megastictus,,22701352,Pearly Antshrike,LC
Microrhopias quixensis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Microrhopias,,22701589,Dot-winged Antwren,LC
Myrmeciza berlepschi,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701779,Stub-tailed Antbird,LC
Myrmeciza longipes,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701786,White-bellied Antbird,LC
Myrmeciza exsul,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701789,Chestnut-backed Antbird,LC
Myrmeciza ferruginea,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701792,Ferruginous-backed Antbird,LC
Myrmeciza ruficauda,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701795,Scalloped Antbird,EN
Myrmeciza loricata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701798,White-bibbed Antbird,LC
Myrmeciza squamosa,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701801,Squamate Antbird,LC
Myrmeciza nigricauda,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701813,Esmeraldas Antbird,LC
Myrmeciza disjuncta,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701820,Yapacana Antbird,LC
Myrmeciza pelzelni,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701823,"Grey-bellied Antbird, Gray-bellied Antbird",LC
Myrmeciza hyperythra,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701832,Plumbeous Antbird,LC
Myrmeciza melanoceps,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701835,White-shouldered Antbird,LC
Myrmeciza goeldii,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701838,Goeldi's Antbird,LC
Myrmeciza fortis,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701841,Sooty Antbird,LC
Myrmeciza immaculata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701844,Immaculate Antbird,LC
Myrmeciza griseiceps,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701847,"Grey-headed Antbird, Gray-headed Antbird",VU
Myrmeciza atrothorax,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22701851,Black-throated Antbird,LC
Myrmeciza laemosticta,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22724857,Dull-mantled Antbird,LC
Myrmeciza palliata,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22724868,Magdalena Antbird,NT
Myrmeciza castanea,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22733153,"Zimmer's Antbird, Northern Chestnut-tailed Antbird",LC
Myrmeciza hemimelaena,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,,22733838,"Chestnut-tailed Antbird, Southern Chestnut-tailed Antbird",LC
Myrmoborus leucophrys,Birdlife International 2011,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus,,22701717,White-browed Antbird,LC
